Age,Communication,Documents,Education,Experience,Job Benefits,Job Type,Others,Shift Timings,Skills,Working Days,experience,location,salary_max,salary_min
18 - 35 yrsCompulsory,Good English skills - Ability to SpeakCompulsory,Aadhar CardCompulsory      Pan CardCompulsory,12th pass mandatoryCompulsory,Freshers as Customer Care in BPO / ITES preferred,,Full Time,,10:00 AM - 7:00 PM(day shift),,6 days  (1),Freshers can Apply,Thane,,
18 - 29 yrs,,Voter ID     Aadhar Card     Photos     Marksheets and Degree,12th pass preferred,Freshers as Customer Care preferred,,Full Time,,9:30 AM - 5:30 PM(day shift)  9:00 AM - 5:00 PM(day shift),,5 days,Freshers can Apply| Resume Required,Shobhabazar,,
18 - 35 yrs,Excellent Hindi skills - Ability to SpeakCompulsory      Functional English skills - Ability to Speak,Aadhar Card,12th pass preferred,0 to 1 yr of experience as Customer Care in BPO / ITES preferred,,Full Time,,9:30 AM - 6:00 PM(day shift),,6 days  (Sunday),Freshers can Apply1 yr experience| Resume Required,Saket,,
18 - 30 yrs,Functional English skills - Ability to Speak,,,,,,,,,,,,,
Above 18 yrs,Good English skills - Ability to Speak,,,,,,,,,,,,,
18 - 30 yrs,Fluent English skills - Ability to Speak,,,,,,,,,,,,,
18 - 29 yrs,,Aadhar Card     Voter ID     Photos     Marksheets and Degree,12th pass preferred,Freshers preferred,Full Time,,10:00 AM - 6:00 PM(day shift)  9:30 AM - 5:30 PM(day shift),,5 days,Freshers can Apply| Resume Required,Baguihati,,,
Above 18 yrs,Fluent Hindi skills - Ability to SpeakCompulsory,,Below 10th allowed,Freshers as Customer Care in Banking / Financial Services / Insurance preferred,Full Time,,9:30 AM - 6:30 PM(day shift),Computer AwarenessConfidenceDedicationCompulsory      Banking Collection,6 days  (Sundays),Freshers can Apply| Resume Required,Delhi,,,
21 - 30 yrs,Good English skills - Ability to Speak,Photos     Electricity Bill     Pan Card     Aadhar Card,Below 10th allowed,0 to 2 yrs of experience as Data Entry Operator or Customer Care in Healthcare / Medical preferred,Full Time,Other SmartPhone,10:00 AM - 7:00 PM(day shift)  9:00 AM - 6:00 PM(day shift),Computer AwarenessCompulsory,6 days  (sunday),Freshers can Apply2 yrs experience,Juinagar,,,
18 - 30 yrs,Functional English skills - Ability to Speak,,,,,,,,,,,,,
18 - 29 yrsCompulsory,,Marksheets and Degree     Photos     Aadhar Card     Voter ID,12th pass preferred,Freshers as Customer Care preferred,Full Time,,10:00 AM - 6:00 PM(day shift)  9:30 AM - 5:30 PM(day shift),,5 days,Freshers can Apply| Resume Required,Kolkata,,,
18 - 35 yrs,Fluent English skills - Ability to Speak,,,,,,,,,,,,,
20 - 30 yrs,Good English skills - Ability to Speak,,,,,,,,,,,,,
Above 18 yrs,,Aadhar Card     Voter ID     Photos     Marksheets and Degree,12th pass preferred,Freshers as Customer Care preferred,Full Time,,9:30 AM - 5:30 PM(day shift)  10:00 AM - 6:00 PM(day shift),,5 days,Freshers can Apply| Resume Required,Kolkata,,,
20 - 33 yrs,Good English skills - Ability to Speak,,,,,,,,,,,,,
19 - 32 yrsCompulsory,Good English skills - Ability to SpeakCompulsory,Marksheets and DegreeCompulsory,Graduation degree mandatoryCompulsory,0 to 6 yrs of experience as Customer Care in BPO / ITES or Advertising / Media / PR preferred,,Full Time,,9:30 AM - 6:30 PM(day shift),,5 days  (2),Freshers can Apply6 yrs experience| Resume Required,Sanpada,,
Above 18 yrs,Good Punjabi skills - Ability to Speak     Good Bengali skills - Ability to Speak     Good Malayalam skills - Ability to Speak,,Below 10th allowed,0 to 5 yrs of experience as Customer Care preferred,,Full Time,,10:00 AM - 7:00 PM(day shift),english communicationCompulsory,6 days  (Off except for Sunday),Freshers can Apply5 yrs experience| Resume Required,Jogeshwari East,,
18 - 27 yrs,,Pan CardCompulsory      Aadhar CardCompulsory,Below 10th allowed,0 to 3 yrs of experience as Customer Care preferred,,Full Time,,9:30 AM - 6:30 PM(day shift),,6 days  (Sunday),Freshers can Apply3 yrs experience| Resume Required,Borivali,,
18 - 30 yrs,Good English skills - Ability to Speak     Good Tamil skills - Ability to Speak     Good Malayalam skills - Ability to Speak,Photos     Aadhar Card,10th pass mandatoryCompulsory,0 to 2 yrs of experience as Customer Care preferred,,Full Time,Candidate should join within 4 days,8:00 AM - 5:00 PM(day shift)  11:00 AM - 8:00 PM(day shift)  10:30 AM - 7:30 PM(day shift),Customer RetentionCompulsory      Computer Awareness,6 days,Freshers can Apply2 yrs experience| Resume Required,Mathikere,,
18 - 25 yrsCompulsory,Functional English skills - Ability to SpeakCompulsory      Functional Hindi skills - Ability to SpeakCompulsory      Functional Marathi skills - Ability to SpeakCompulsory,,Below 10th allowed,Freshers as Customer Care preferred,,Full Time,,10:00 AM - 6:00 PM(day shift),Computer AwarenessQuantitative AptitudeConfidenceDedicationLocal AwarenessMS WordPersonal GroomingCustomer RetentionCompulsory,5 days  (Sun & Sat),Freshers can Apply,Viman Nagar,,
18 - 24 yrsCompulsory,Functional English skills - Ability to SpeakCompulsory      Functional Hindi skills - Ability to SpeakCompulsory      Functional Marathi skills - Ability to SpeakCompulsory,,12th pass preferred,Freshers as Customer Care preferred,,Full Time,,10:00 AM - 6:00 PM(day shift),,5 days|Off Days:Sunday  (SAT & SUN),Freshers can Apply,Borivali,,
18 - 33 yrs,Good Hindi skills - Ability to Speak,Voter ID     Aadhar Card,12th pass preferred,Freshers as Customer Care preferred,,Full Time,,,ConfidenceCustomer RetentionCompulsory,6 days,Freshers can Apply,Dulmi-Nadiha,,
18 - 28 yrs,,Aadhar Card     Voter ID     Photos     Marksheets and Degree,12th pass preferred,Freshers as Customer Care preferred,,Full Time,,9:30 AM - 5:30 PM(day shift)  9:00 AM - 5:00 PM(day shift),,5 days,Freshers can Apply| Resume Required,Bongaon,,
Above 18 yrs,Good English skills - Ability to Speak,,Below 10th allowed,Freshers as Customer Care preferred,Female preferred,Full Time,,,Basic Knowledge in Computer Skills and Communication SkillsCompulsory      Basic Knowledge in Computer Skills and Communication Skills,,Freshers can Apply| Resume Required,Marthandam,,
18 - 30 yrs,Good English skills - Ability to Speak,Marksheets and Degree     Photos     Voter ID     Passport     Pan Card     Aadhar Card,10th pass preferred,Freshers as Customer Care in Other or Aviation / Airlines preferred,,Full Time,PLEASING PERSIONALITIES     CANDIDATE SHOULD BRING ALL THE DOCUMENTS,,11:00 AM - 6:00 PM(day shift),ConfidencePersonal GroomingCompulsory,6 days,Freshers can Apply,Rajarhat,
Above 18 yrs,Good Hindi skills - Ability to SpeakCompulsory      Fluent English skills - Ability to SpeakCompulsory,,Graduation degree preferred,0 to 6 months of experience as Customer Care in Healthcare / Medical preferred,Female preferred,Full Time,,,10:30 AM - 8:00 PM(day shift),Computer AwarenessConfidenceMS WordCompulsory      MS WordCustomer Retention,6 days  (sunday),Freshers can Apply 6 months experience| Resume Required,Toli Chowki,
18 - 27 yrs,Good Marathi skills - Ability to Speak,,10th pass preferred, 6 months to 1 yr of experience as Customer Care in BPO / ITES preferred,,Full Time,,Car,9:00 AM - 6:30 PM(day shift),Computer AwarenessCompulsory      Confidence,6 days  (1),6 monthsto1 yr experience,Bhandup West,
18 - 30 yrs,Good Hindi skills - Ability to Speak,Voter ID     Aadhar Card,12th pass preferred,Freshers as Customer Care preferred,,Full Time,,,,,6 days,Freshers can Apply,Shibpur,
19 - 30 yrsCompulsory,Fluent Hindi skills - Ability to Speak,,,,,,,,,,,,,
18 - 35 yrs,Functional English skills - Ability to Speak     Good Hindi skills - Ability to Speak,Aadhar Card     Photos,12th pass preferred,Freshers as Customer Care preferred,,Full Time,,,10:30 AM - 5:30 PM(day shift),Computer AwarenessCompulsory      Confidence,6 days  (1),Freshers can Apply,Mumbai Central,
18 - 30 yrs,Good English skills - Ability to Speak,,,,,,,,,,,,,
Above 18 yrs,,,Graduation degree mandatoryCompulsory,1 yr to 3 yrs of experience as Customer Care preferred,Female preferred,,,,,,,1 yrto3 yrs experience| Resume Required,Ozhuginasery,
Above 18 yrs,,Aadhar Card,Below 10th allowed,Freshers as Customer Care in BPO / ITES or FMCG / F&B preferred,,Full Time,,,,,6 days,Freshers can Apply| Resume Required,Sector 18,
,Excellent English skills - Ability to Speak,,12th pass preferred,1 yr to 3 yrs of experience as Customer Care in BPO / ITES preferred,,Full Time,,,,Computer AwarenessConfidenceDedicationCustomer RetentionCompulsory,6 days  (1 roster off),1 yrto3 yrs experience| Resume Required,Kolkata,
Above 18 yrs,Good English skills - Ability to Speak,,,,,,,,,,,,,
18 - 30 yrs,Functional English skills - Ability to Speak,,,,,,,,,,,,,
Above 18 yrs,Excellent English skills - Ability to Speak,,,,,,,,,,,,,
18 - 32 yrs,Good English skills - Ability to Speak,,12th pass mandatoryCompulsory,Freshers as Customer Care in IT- Software or BPO / ITES preferred,,Full Time,,,1:30 PM - 8:30 PM(day shift),Computer AwarenessCompulsory      Customer Retention,5 days,Freshers can Apply| Resume Required,Salt Lake City,
Above 18 yrs,Excellent English skills - Ability to Speak & Read,,12th pass preferred, 6 months to 4 yrs of experience as Customer Care in BPO / ITES preferred,,Full Time,should be dedicated and hardworking.,,12:00 PM - 8:30 PM(day shift),Computer AwarenessConfidenceDedicationCustomer RetentionCompulsory      Computer AwarenessConfidenceDedicationCustomer Retention,6 days  (sunday fixed off),6 monthsto4 yrs experience,Kolkata,
Above 18 yrsCompulsory,Excellent English skills - Ability to Speak,,,,,,,,,,,,,
Above 18 yrs,,,Graduation degree preferred,Freshers as Customer Care preferred,,Full Time,,,9:30 AM - 6:00 PM(day shift),,5 days  (Saturday Sunday),Freshers can Apply| Resume Required,Lower Parel,
18 - 25 yrs,Functional English skills - Ability to Speak,,,,,,,,,,,,,
Above 18 yrs,Fluent Telugu skills - Ability to Speak & Read     Fluent Hindi skills - Ability to Speak,,,,,,,,,,,,,
